Element_Symbol,Z,A,N,N-Z,BE_A,BE_A_err,MassExcess,MassExcessErr,AtomicMass,AtomicMassErr,BetaDecayE,BetaDecayE_err
Th,90,138,228,48,7645.08,0.008,26770.984,1.807,228028739.835,1.94,-2152.602,4.34
Pa,91,137,228,46,7632.207,0.019,28923.586,4.34,228031050.748,4.659,-298.64,14.929
U,92,136,228,44,7627.466,0.063,29222.226,14.354,228031371.351,15.409,-4373.468,52.545
Np,93,135,228,42,7604.853,0.222,33595.694,50.572,228036066.462,54.291,-2491.677,58.346
Pu,94,134,228,40,7590.493,0.128,36087.37,29.143,228038741.387,31.286,,
At,85,144,229,59,7585.0,2.0,44823.0,401.0,229048120.0,430.0,5461.0,401.0
Rn,86,143,229,57,7605.622,0.057,39362.4,13.041,229042257.276,14.0,3694.138,13.967
Fr,87,142,229,55,7618.337,0.022,35668.262,5.001,229038291.455,5.368,3106.298,16.231
Ra,88,141,229,53,7628.485,0.067,32561.963,15.441,229034956.707,16.576,1872.03,19.623
Ac,89,140,229,51,7633.244,0.053,30689.933,12.109,229032947.0,13.0,1104.35,12.346
Th,90,139,229,49,7634.65,0.011,29585.583,2.405,229031761.431,2.581,-311.325,3.715
Pa,91,138,229,47,7629.874,0.014,29896.908,3.28,229032095.652,3.521,-1313.646,6.655
U,92,137,229,45,7620.721,0.026,31210.554,5.938,229033505.909,6.374,-2569.122,87.031
Np,93,136,229,43,7606.086,0.379,33779.675,86.848,229036263.974,93.235,-3615.915,100.792
Pu,94,135,229,41,7586.88,0.223,37395.59,51.176,229040145.819,54.939,-4754.43,101.23
Am,95,134,229,39,7562.702,0.381,42150.02,87.348,229045249.909,93.772,,
Rn,86,144,230,58,7596.0,1.0,42048.0,196.0,230045140.0,210.0,2561.0,196.0
Fr,87,143,230,56,7603.704,0.028,39486.768,6.541,230042390.791,7.022,4970.462,12.198
Ra,88,142,230,54,7621.914,0.045,34516.306,10.296,230037054.78,11.053,677.924,18.888
Ac,89,141,230,52,7621.46,0.069,33838.383,15.835,230036327.0,17.0,2975.789,15.882
Th,90,140,230,50,7630.996,0.005,30862.593,1.21,230033132.358,1.299,-1311.014,2.833
Pa,91,139,230,48,7621.895,0.013,32173.607,3.038,230034539.789,3.261,558.605,4.592
U,92,138,230,46,7620.922,0.02,31615.002,4.509,230033940.102,4.841,-3621.29,51.461
Np,93,137,230,44,7601.776,0.223,35236.291,51.288,230037827.716,55.059,-1698.101,53.363
Pu,94,136,230,42,7590.991,0.064,36934.392,14.824,230039650.703,15.913,-5998.0,134.0
Am,95,135,230,40,7562.0,1.0,42932.0,133.0,230046089.0,143.0,,
Rn,86,145,231,59,7579.0,1.0,46454.0,298.0,231049870.0,320.0,4373.0,298.0
Fr,87,144,231,57,7594.5,0.033,42080.575,7.731,231045175.357,8.3,3864.089,13.749
Ra,88,143,231,55,7607.841,0.049,38216.486,11.37,231041027.086,12.206,2453.636,17.301
Ac,89,142,231,53,7615.076,0.056,35762.849,13.041,231038393.0,14.0,1946.959,13.098
Th,90,141,231,51,7620.118,0.005,33815.891,1.218,231036302.853,1.308,391.487,1.46
Pa,91,140,231,49,7618.426,0.008,33424.404,1.772,231035882.575,1.902,-381.611,2.033
U,92,139,231,47,7613.387,0.012,33806.015,2.67,231036292.252,2.866,-1818.498,50.577
Np,93,138,231,45,7602.128,0.219,35624.513,50.547,231038244.49,54.264,-2684.492,55.333
Pu,94,137,231,43,7587.12,0.098,38309.005,22.549,231041126.41,24.206,-4101.0,301.0
Am,95,136,231,41,7566.0,1.0,42410.0,300.0,231045529.0,322.0,-4860.0,424.0
Cm,96,135,231,39,7542.0,1.0,47270.0,300.0,231050746.0,322.0,,
Fr,87,145,232,58,7579.347,0.06,46072.834,13.972,232049461.224,15.0,5575.88,16.702
Ra,88,144,232,56,7600.009,0.039,40496.953,9.151,232043475.27,9.823,1342.534,15.931
Ac,89,143,232,54,7602.424,0.056,39154.419,13.041,232042034.0,14.0,3707.635,13.118
Th,90,142,232,52,7615.033,0.006,35446.784,1.422,232038053.689,1.526,-499.85,7.734
Pa,91,141,232,50,7609.506,0.033,35946.633,7.645,232038590.3,8.207,1337.103,7.428
U,92,140,232,48,7611.897,0.008,34609.53,1.809,232037154.86,1.942,-2750.0,100.0
Np,93,139,232,46,7597.0,0.0,37360.0,100.0,232040107.0,107.0,-1004.0,102.0
Pu,94,138,232,44,7588.974,0.076,38363.14,17.595,232041184.526,18.888,-4976.0,300.0
Am,95,137,232,42,7564.0,1.0,43340.0,300.0,232046527.0,322.0,-2973.0,362.0
Cm,96,136,232,40,7548.0,1.0,46312.0,202.0,232049718.0,217.0,,
Fr,87,146,233,59,7569.239,0.084,48920.051,19.561,233052517.838,21.0,4585.991,21.369
Ra,88,145,233,57,7585.564,0.037,44334.06,8.603,233047594.573,9.235,3026.027,15.623
Ac,89,144,233,55,7595.193,0.056,41308.033,13.041,233044346.0,14.0,2576.318,13.118
Th,90,143,233,53,7602.893,0.006,38731.715,1.425,233041580.208,1.529,1242.243,1.122
Pa,91,142,233,51,7604.866,0.006,37489.472,1.336,233040246.605,1.434,570.296,1.975
U,92,141,233,49,7603.956,0.01,36919.176,2.255,233039634.367,2.42,-1029.415,51.005
Np,93,140,233,47,7596.181,0.219,37948.59,50.981,233040739.489,54.729,-2103.179,71.642
Pu,94,139,233,45,7583.796,0.216,40051.769,50.351,233042997.345,54.054,-3211.0,113.0
Am,95,138,233,43,7567.0,0.0,43263.0,102.0,233046445.0,109.0,-4031.0,124.0
Cm,96,137,233,41,7545.998,0.307,47294.006,71.547,233050772.206,76.809,-5567.0,235.0
Bk,97,136,233,39,7519.0,1.0,52861.0,224.0,233056748.0,240.0,,
Ra,88,146,234,58,7576.543,0.036,46930.629,8.383,234050382.104,9.0,2089.439,16.294
Ac,89,145,234,56,7582.129,0.06,44841.19,13.972,234048139.0,15.0,4228.181,14.21
Th,90,144,234,54,7596.855,0.011,40613.009,2.589,234043599.86,2.779,274.088,3.172
Pa,91,143,234,52,7594.683,0.017,40338.921,4.094,234043305.615,4.395,2193.896,4.0
U,92,142,234,50,7600.715,0.005,38145.025,1.13,234040950.37,1.213,-1809.846,8.321
Np,93,141,234,48,7589.637,0.036,39954.871,8.397,234042893.32,9.014,-395.1,10.752
Pu,94,140,234,46,7584.605,0.029,40349.971,6.798,234043317.478,7.298,-4111.0,159.0
Am,95,139,234,44,7564.0,1.0,44461.0,159.0,234047731.0,170.0,-2263.0,159.0
Cm,96,138,234,42,7550.677,0.074,46724.633,17.394,234050160.959,18.673,-6731.0,143.0
Bk,97,137,234,40,7519.0,1.0,53455.0,142.0,234057387.0,153.0,,
Ra,88,147,235,59,7561.0,1.0,51130.0,300.0,235054890.0,322.0,3773.0,300.0
Ac,89,146,235,57,7573.504,0.059,47357.155,13.972,235050840.0,15.0,3339.406,19.113
Th,90,145,235,55,7584.385,0.055,44017.749,13.041,235047255.0,14.0,1728.853,19.113
Pa,91,144,235,53,7588.413,0.059,42288.896,13.972,235045399.0,15.0,1370.05,14.017
U,92,143,235,51,7590.914,0.005,40918.846,1.117,235043928.19,1.199,-124.262,0.852
Np,93,142,235,49,7587.056,0.006,41043.108,1.389,235044061.591,1.491,-1139.302,20.499
Pu,94,141,235,47,7578.879,0.087,42182.41,20.521,235045284.682,22.03,-2443.019,56.045
Am,95,140,235,45,7565.154,0.222,44625.429,52.192,235047907.371,56.03,-3408.0,208.0
Cm,96,139,235,43,7547.0,1.0,48034.0,201.0,235051567.0,216.0,-4670.0,448.0
Bk,97,138,235,41,7524.0,2.0,52704.0,401.0,235056580.0,430.0,,
Ac,89,147,236,58,7559.242,0.162,51220.992,38.191,236054988.0,41.0,4965.795,40.667
Th,90,146,236,56,7576.968,0.059,46255.198,13.972,236049657.0,15.0,921.248,19.76
Pa,91,145,236,54,7577.557,0.059,45333.95,13.972,236048668.0,15.0,2889.306,14.017
U,92,144,236,52,7586.484,0.005,42444.644,1.113,236045566.201,1.194,-933.534,50.415
Np,93,143,236,50,7579.214,0.214,43378.178,50.421,236046568.392,54.129,476.585,50.389
Pu,94,142,236,48,7577.918,0.008,42901.593,1.811,236046056.756,1.944,-3139.0,112.0
Am,95,141,236,46,7561.0,0.0,46041.0,112.0,236049427.0,120.0,-1814.0,113.0
Cm,96,140,236,44,7550.299,0.078,47855.045,18.315,236051374.506,19.662,-5687.0,401.0
Bk,97,139,236,42,7523.0,2.0,53542.0,401.0,236057480.0,430.0,,
Ac,89,148,237,59,7550.0,2.0,54020.0,400.0,237057993.0,429.0,4065.0,400.0
Th,90,147,237,57,7563.443,0.067,49955.092,15.835,237053629.0,17.0,2427.473,20.514
Pa,91,146,237,55,7570.384,0.055,47527.619,13.041,237051023.0,14.0,2137.425,13.096
U,92,145,237,53,7576.102,0.005,45390.194,1.203,237048728.38,1.291,518.534,0.52
Np,93,144,237,51,7574.989,0.005,44871.659,1.12,237048171.71,1.202,-220.063,1.294
Pu,94,143,237,49,7570.759,0.007,45091.722,1.697,237048407.957,1.822,-1478.0,59.0
Am,95,142,237,47,7561.0,0.0,46570.0,59.0,237049995.0,64.0,-2677.0,93.0
Cm,96,141,237,45,7546.624,0.299,49247.085,70.96,237052868.923,76.178,-3941.0,235.0
Bk,97,140,237,43,7527.0,1.0,53188.0,224.0,237057100.0,241.0,-4751.0,241.0
Cf,98,139,237,41,7503.347,0.368,57938.921,87.287,237062199.993,93.706,,
Th,90,148,238,58,7555.0,1.0,52525.0,283.0,238056388.0,304.0,1631.0,284.0
Pa,91,147,238,56,7558.344,0.067,50894.038,15.835,238054637.0,17.0,3586.255,15.906
U,92,146,238,54,7570.125,0.006,47307.783,1.493,238050786.996,1.602,-146.874,1.201
Np,93,145,238,52,7566.221,0.005,47454.656,1.138,238050944.671,1.221,1291.443,0.457
Pu,94,144,238,50,7568.36,0.005,46163.213,1.139,238049558.25,1.222,-2258.273,50.688
Am,95,143,238,48,7555.584,0.213,48421.487,50.7,238051982.607,54.428,-1023.701,52.145
Cm,96,142,238,46,7547.996,0.051,49445.188,12.234,238053081.595,13.133,-4771.0,255.0
Bk,97,141,238,44,7525.0,1.0,54216.0,255.0,238058203.0,274.0,-3061.0,392.0
Cf,98,140,238,42,7509.0,1.0,57278.0,298.0,238061490.0,320.0,,
Th,90,149,239,59,7541.0,2.0,56450.0,400.0,239060602.0,429.0,3113.0,445.0
Pa,91,148,239,57,7550.0,1.0,53337.0,196.0,239057260.0,210.0,2765.0,196.0
U,92,147,239,55,7558.561,0.006,50572.718,1.503,239054292.048,1.613,1261.661,1.493
Np,93,146,239,53,7560.567,0.005,49311.057,1.311,239052937.599,1.407,722.774,0.93
Pu,94,145,239,51,7560.318,0.005,48588.282,1.113,239052161.669,1.195,-802.142,1.664
Am,95,144,239,49,7553.688,0.008,49390.424,1.982,239053022.803,2.128,-1756.602,54.058
Cm,96,143,239,47,7543.065,0.226,51147.025,54.047,239054908.593,58.022,-3103.0,214.0
Bk,97,142,239,45,7527.0,1.0,54250.0,207.0,239058240.0,222.0,-4019.0,294.0
Cf,98,141,239,43,7507.0,1.0,58269.0,209.0,239062554.0,224.0,-5287.0,364.0
Es,99,140,239,41,7481.0,1.0,63556.0,298.0,239068230.0,320.0,,
Pa,91,149,240,58,7538.0,1.0,56910.0,200.0,240061095.0,215.0,4194.0,200.0
U,92,148,240,56,7551.77,0.011,52715.505,2.553,240056592.425,2.74,399.233,17.083
Np,93,147,240,54,7550.173,0.071,52316.272,17.032,240056163.83,18.284,2190.891,17.015
Pu,94,146,240,52,7556.042,0.005,50125.38,1.106,240053811.812,1.187,-1384.789,13.788
Am,95,145,240,50,7547.013,0.058,51510.169,13.832,240055298.444,14.849,-214.137,13.897
Cm,96,144,240,48,7542.861,0.008,51724.306,1.906,240055528.329,2.046,-3940.0,150.0
Bk,97,143,240,46,7523.0,1.0,55664.0,150.0,240059758.0,161.0,-2327.0,151.0
Cf,98,142,240,44,7510.23,0.078,57990.944,18.7,240062255.842,20.075,-6208.0,401.0
Es,99,141,240,42,7481.0,2.0,64199.0,401.0,240068920.0,430.0,,
Pa,91,150,241,59,7528.0,1.0,59640.0,300.0,241064026.0,322.0,3443.0,358.0
U,92,149,241,57,7539.0,1.0,56197.0,196.0,241060330.0,210.0,1937.0,208.0
Np,93,148,241,55,7544.27,0.293,54260.175,70.719,241058250.697,75.92,1305.0,70.711
Pu,94,147,241,53,7546.439,0.005,52955.175,1.106,241056849.722,1.187,20.78,0.166
Am,95,146,241,51,7543.278,0.005,52934.395,1.114,241056827.413,1.195,-767.434,1.168
Cm,96,145,241,49,7536.848,0.007,53701.83,1.608,241057651.288,1.726,-2330.0,200.0
Bk,97,144,241,47,7524.0,1.0,56032.0,200.0,241060153.0,215.0,-3295.0,260.0
Cf,98,143,241,45,7507.0,1.0,59327.0,166.0,241063690.0,178.0,-4537.0,280.0
Es,99,142,241,43,7485.0,1.0,63863.0,225.0,241068560.0,242.0,-5263.0,374.0
Fm,100,141,241,41,7460.0,1.0,69126.0,298.0,241074210.0,320.0,,
U,92,150,242,58,7532.0,1.0,58620.0,201.0,242062931.0,215.0,1203.0,283.0
Np,93,149,242,56,7533.403,0.826,57416.932,200.004,242061639.615,214.713,2700.0,200.0
Pu,94,148,242,54,7541.327,0.005,54716.932,1.245,242058741.045,1.336,-751.14,0.708
Am,95,147,242,52,7534.991,0.005,55468.072,1.119,242059547.428,1.2,664.309,0.414
Cm,96,146,242,50,7534.503,0.005,54803.764,1.142,242058834.263,1.225,-2930.0,200.0
Bk,97,145,242,48,7519.0,1.0,57734.0,200.0,242061980.0,215.0,-1653.0,200.0
Cf,98,144,242,46,7509.098,0.053,59386.966,12.892,242063754.533,13.84,-5414.0,256.0
Es,99,143,242,44,7483.0,1.0,64801.0,256.0,242069567.0,275.0,-3598.0,475.0
Fm,100,142,242,42,7465.0,2.0,68400.0,401.0,242073430.0,430.0,,
U,92,151,243,59,7518.0,1.0,62360.0,300.0,243066946.0,322.0,2484.0,302.0
Np,93,150,243,57,7525.0,0.0,59876.0,32.0,243064279.0,34.0,2121.0,32.0
Pu,94,149,243,55,7531.008,0.01,57754.602,2.542,243062002.119,2.728,579.556,2.622
Am,95,148,243,53,7530.173,0.006,57175.046,1.388,243061379.94,1.49,-6.952,1.569
Cm,96,147,243,51,7526.925,0.006,57181.998,1.496,243061387.403,1.606,-1507.695,4.506
Bk,97,146,243,49,7517.501,0.019,58689.693,4.524,243063005.98,4.857,-2300.0,114.0
Cf,98,145,243,47,7505.0,0.0,60990.0,114.0,243065475.0,123.0,-3757.0,236.0
Es,99,144,243,45,7486.0,1.0,64747.0,207.0,243069509.0,222.0,-4640.0,298.0
Fm,100,143,243,43,7464.0,1.0,69387.0,215.0,243074490.0,231.0,,
Np,93,151,244,58,7514.0,1.0,63202.0,298.0,244067850.0,320.0,3396.0,298.0
Pu,94,150,244,56,7524.815,0.01,59806.028,2.346,244064204.415,2.518,-73.168,2.686
Am,95,149,244,54,7521.308,0.006,59879.196,1.492,244064282.964,1.601,1427.3,1.0
Cm,96,148,244,52,7523.952,0.005,58451.896,1.107,244062750.694,1.188,-2261.989,14.357
Bk,97,147,244,50,7511.475,0.059,60713.885,14.399,244065179.039,15.457,-764.294,14.572
Cf,98,146,244,48,7505.136,0.011,61478.179,2.618,244065999.543,2.81,-4547.0,181.0
Es,99,145,244,46,7483.0,1.0,66026.0,181.0,244070881.0,195.0,-2940.0,271.0
Fm,100,144,244,44,7468.0,1.0,68966.0,201.0,244074038.0,216.0,,
Np,93,152,245,59,7505.0,1.0,65890.0,300.0,245070736.0,322.0,2712.0,300.0
Pu,94,151,245,57,7513.281,0.056,63178.179,13.62,245067824.568,14.621,1277.71,13.733
Am,95,150,245,55,7515.303,0.008,61900.469,1.887,245066452.89,2.025,895.889,1.549
Cm,96,149,245,53,7515.767,0.005,61004.58,1.15,245065491.113,1.234,-809.256,1.496
Bk,97,148,245,51,7509.27,0.007,61813.836,1.793,245066359.885,1.924,-1571.374,2.586
Cf,98,147,245,49,7499.663,0.01,63385.21,2.428,245068046.825,2.606,-2981.0,200.0
Es,99,146,245,47,7484.0,1.0,66366.0,200.0,245071247.0,215.0,-3821.0,279.0
Fm,100,145,245,45,7466.0,1.0,70187.0,195.0,245075349.0,209.0,-5085.0,362.0
Md,101,144,245,43,7442.0,1.0,75272.0,305.0,245080808.0,328.0,,
Pu,94,152,246,58,7506.539,0.061,65394.801,14.985,246070204.209,16.087,401.0,14.0
Am,95,151,246,56,7505.0,0.0,64994.0,18.0,246069774.0,19.0,2377.0,18.0
Cm,96,150,246,54,7511.471,0.006,62616.967,1.526,246067222.082,1.638,-1350.0,60.0
Bk,97,149,246,52,7502.803,0.244,63966.967,60.019,246068671.367,64.433,-123.325,60.02
Cf,98,148,246,50,7499.121,0.006,64090.292,1.515,246068803.762,1.626,-3810.0,224.0
Es,99,147,246,48,7480.0,1.0,67901.0,224.0,246072894.0,240.0,-2288.0,224.0
Fm,100,146,246,46,7467.97,0.062,70188.833,15.333,246075350.815,16.46,-5926.0,260.0
Md,101,145,246,44,7441.0,1.0,76115.0,259.0,246081713.0,278.0,,
Pu,94,153,247,59,7494.0,1.0,69108.0,196.0,247074190.0,210.0,1954.0,220.0
Am,95,152,247,57,7499.0,0.0,67153.0,100.0,247072092.0,107.0,1620.0,100.0
Cm,96,151,247,55,7501.931,0.015,65533.143,3.797,247070352.726,4.076,43.581,6.324
Bk,97,150,247,53,7498.94,0.021,65489.562,5.189,247070305.94,5.57,-614.341,16.188
Cf,98,149,247,51,7493.285,0.062,66103.903,15.334,247070965.462,16.461,-2474.485,24.76
Es,99,148,247,49,7480.1,0.079,68578.388,19.441,247073621.932,20.87,-3094.0,116.0
Fm,100,147,247,47,7464.0,0.0,71673.0,115.0,247076944.0,123.0,-4264.0,237.0
Md,101,146,247,45,7444.0,1.0,75937.0,207.0,247081521.0,222.0,,
Am,95,153,248,58,7487.0,1.0,70563.0,200.0,248075752.0,215.0,3170.0,200.0
Cm,96,152,248,56,7496.728,0.01,67392.755,2.358,248072349.101,2.531,-687.0,71.0
Bk,97,151,248,54,7491.0,0.0,68080.0,71.0,248073087.0,76.0,842.0,71.0
Cf,98,150,248,52,7491.043,0.021,67238.012,5.121,248072182.978,5.497,-3061.0,53.0
Es,99,149,248,50,7476.0,0.0,70299.0,52.0,248075469.0,56.0,-1599.0,53.0
Fm,100,148,248,48,7465.944,0.034,71897.857,8.497,248077185.528,9.122,-5250.0,238.0
Md,101,147,248,46,7442.0,1.0,77148.0,237.0,248082822.0,255.0,-3473.0,327.0
No,102,146,248,44,7424.0,1.0,80621.0,224.0,248086550.0,241.0,,
Am,95,154,249,59,7479.0,1.0,73104.0,298.0,249078480.0,320.0,2353.0,298.0
Cm,96,153,249,57,7485.55,0.01,70750.702,2.371,249075954.006,2.545,904.317,2.594
Bk,97,152,249,55,7486.04,0.005,69846.384,1.249,249074983.182,1.34,123.6,0.4
Cf,98,151,249,53,7483.394,0.005,69722.784,1.183,249074850.491,1.27,-1452.0,30.0
Es,99,150,249,51,7474.0,0.0,71175.0,30.0,249076409.0,32.0,-2344.0,31.0
Fm,100,149,249,49,7461.864,0.025,73519.188,6.212,249078926.098,6.668,-3713.0,201.0
Md,101,148,249,47,7444.0,1.0,77232.0,201.0,249082912.0,216.0,-4550.0,344.0
No,102,147,249,45,7422.0,1.0,81782.0,279.0,249087797.0,300.0,,
Cm,96,154,250,58,7478.938,0.041,72989.594,10.274,250078357.556,11.029,39.616,10.894
Bk,97,153,250,56,7475.967,0.015,72949.978,3.719,250078315.027,3.992,1779.587,3.386
Cf,98,152,250,54,7479.956,0.006,71170.391,1.538,250076404.561,1.651,-2055.0,100.0
Es,99,151,250,52,7469.0,0.0,73225.0,100.0,250078611.0,107.0,-847.0,100.0
Fm,100,150,250,50,7462.09,0.032,74072.243,7.888,250079519.828,8.468,-4558.0,301.0
Md,101,149,250,48,7441.0,1.0,78630.0,301.0,250084413.0,323.0,-2933.0,362.0
No,102,148,250,46,7426.0,1.0,81564.0,201.0,250087562.0,215.0,,
Cm,96,155,251,59,7466.722,0.09,76648.018,22.698,251082285.036,24.367,1420.0,20.0
Bk,97,154,251,57,7469.263,0.043,75228.018,10.734,251080760.603,11.523,1093.0,10.0
Cf,98,153,251,55,7470.5,0.016,74135.018,3.901,251079587.219,4.187,-377.259,7.057
Es,99,152,251,53,7465.881,0.024,74512.277,5.994,251079992.224,6.434,-1441.641,16.342
Fm,100,151,251,51,7457.02,0.061,75953.919,15.203,251081539.889,16.32,-3012.825,24.271
Md,101,150,251,49,7441.9,0.075,78966.744,18.919,251084774.291,20.31,-3882.0,116.0
No,102,149,251,47,7423.0,0.0,82849.0,114.0,251088942.0,123.0,-4879.0,319.0
Lr,103,148,251,45,7401.0,1.0,87728.0,298.0,251094180.0,320.0,,
Cm,96,156,252,60,7460.0,1.0,79056.0,298.0,252084870.0,320.0,521.0,359.0
Bk,97,155,252,58,7459.0,1.0,78535.0,200.0,252084310.0,215.0,2500.0,200.0
Cf,98,154,252,56,7465.347,0.009,76034.617,2.358,252081626.523,2.531,-1260.0,50.0
Es,99,153,252,54,7457.242,0.199,77294.617,50.056,252082979.189,53.736,478.99,50.351
Fm,100,152,252,52,7456.038,0.022,76815.627,5.498,252082464.972,5.902,-3695.0,130.0
Md,101,151,252,50,7438.0,1.0,80510.0,130.0,252086432.0,140.0,-2361.0,131.0
No,102,150,252,48,7425.798,0.037,82871.427,9.292,252088966.141,9.975,-5866.0,238.0
Lr,103,149,252,46,7399.0,1.0,88737.0,238.0,252095263.0,255.0,,
Bk,97,156,253,59,7451.0,1.0,80929.0,359.0,253086880.0,385.0,1627.0,359.0
Cf,98,155,253,57,7454.829,0.017,79301.567,4.257,253085133.738,4.57,291.03,4.385
Es,99,154,253,55,7452.887,0.005,79010.538,1.25,253084821.305,1.341,-335.202,2.713
Fm,100,153,253,53,7448.47,0.012,79345.74,2.932,253085181.16,3.148,-1827.0,31.0
Md,101,152,253,51,7438.0,0.0,81173.0,31.0,253087143.0,34.0,-3186.0,32.0
No,102,151,253,49,7422.471,0.027,84358.735,6.912,253090562.831,7.42,-4217.0,202.0
Lr,103,150,253,47,7403.0,1.0,88575.0,202.0,253095089.0,217.0,-4982.0,457.0
Rf,104,149,253,45,7380.0,2.0,93557.0,410.0,253100438.0,440.0,,
Bk,97,157,254,60,7440.0,1.0,84393.0,298.0,254090600.0,320.0,3052.0,298.0
Cf,98,156,254,58,7449.225,0.045,81341.401,11.462,254087323.59,12.304,-649.193,12.113
Es,99,155,254,56,7443.589,0.016,81990.594,4.01,254088020.527,4.304,1087.8,3.202
Fm,100,154,254,54,7444.792,0.01,80902.794,2.414,254086852.726,2.591,-2550.0,100.0
Md,101,153,254,52,7432.0,0.0,83453.0,100.0,254089590.0,107.0,-1271.0,100.0
No,102,152,254,50,7423.59,0.038,84723.347,9.658,254090954.259,10.367,-5148.0,301.0
Lr,103,151,254,48,7400.0,1.0,89871.0,301.0,254096481.0,323.0,-3327.0,414.0
Rf,104,150,254,46,7384.0,1.0,93199.0,283.0,254100053.0,304.0,,
Cf,98,157,255,59,7438.0,1.0,84809.0,200.0,255091047.0,215.0,720.0,200.0
Es,99,156,255,57,7437.821,0.042,84089.274,10.817,255090273.553,11.612,289.62,10.247
Fm,100,155,255,55,7435.888,0.017,83799.654,4.291,255089962.633,4.607,-1043.416,7.747
Md,101,154,255,53,7428.729,0.026,84843.07,6.553,255091082.787,7.035,-1964.164,16.281
No,102,153,255,51,7417.958,0.058,86807.234,14.904,255093191.404,16.0,-3140.066,23.138
Lr,103,152,255,49,7402.576,0.069,89947.3,17.698,255096562.404,19.0,-4382.0,116.0
Rf,104,151,255,47,7382.0,0.0,94330.0,115.0,255101267.0,123.0,-5263.0,377.0
Db,105,150,255,45,7359.0,1.0,99593.0,359.0,255106918.0,385.0,,
Cf,98,158,256,60,7432.0,1.0,87041.0,314.0,256093442.0,338.0,-146.0,330.0
Es,99,157,256,58,7428.0,0.0,87187.0,100.0,256093599.0,108.0,1700.0,100.0
Fm,100,156,256,56,7431.78,0.022,85486.817,5.6,256091773.878,6.012,-1969.0,123.0
Md,101,155,256,54,7421.0,0.0,87456.0,122.0,256093888.0,132.0,-366.0,123.0
No,102,154,256,52,7416.546,0.03,87822.062,7.743,256094280.866,8.312,-3924.536,83.264
Lr,103,153,256,50,7398.16,0.324,91746.598,82.903,256098494.029,89.0,-2475.451,84.802
Rf,104,152,256,48,7385.434,0.07,94222.049,17.848,256101151.535,19.16,-6276.0,241.0
Db,105,151,256,46,7358.0,1.0,100498.0,240.0,256107889.0,258.0,,
Es,99,158,257,59,7422.0,2.0,89403.0,411.0,257095979.0,441.0,813.0,411.0
Fm,100,157,257,57,7422.194,0.017,88590.033,4.486,257095105.317,4.815,-403.02,4.715
Md,101,156,257,55,7417.582,0.006,88993.053,1.601,257095537.977,1.718,-1254.202,6.661
No,102,155,257,53,7409.657,0.026,90247.256,6.678,257096884.419,7.169,-2418.0,45.0
Lr,103,154,257,51,7397.0,0.0,92665.0,44.0,257099480.0,47.0,-3201.0,45.0
Rf,104,153,257,49,7381.704,0.042,95866.427,10.817,257102916.848,11.612,-4340.0,203.0
Db,105,152,257,47,7362.0,1.0,100207.0,203.0,257107576.0,218.0,,
Es,99,159,258,60,7412.0,2.0,92702.0,401.0,258099520.0,430.0,2276.0,448.0
Fm,100,158,258,58,7418.0,1.0,90426.0,200.0,258097077.0,215.0,-1260.0,200.0
Md,101,157,258,56,7409.675,0.017,91686.792,4.419,258098429.825,4.743,209.0,100.0
No,102,156,258,54,7407.0,0.0,91478.0,100.0,258098205.0,107.0,-3304.0,143.0
Lr,103,155,258,52,7392.0,0.0,94782.0,102.0,258101753.0,109.0,-1559.0,107.0
Rf,104,154,258,50,7382.538,0.124,96341.036,31.967,258103426.362,34.317,-5456.0,307.0
Db,105,153,258,48,7358.0,1.0,101797.0,305.0,258109284.0,328.0,-3447.0,513.0
Sg,106,152,258,46,7342.0,2.0,105244.0,413.0,258112984.0,443.0,,
Fm,100,159,259,59,7407.0,1.0,93704.0,283.0,259100596.0,304.0,80.0,346.0
Md,101,158,259,57,7405.0,1.0,93624.0,200.0,259100510.0,215.0,-454.0,200.0
No,102,157,259,55,7399.974,0.025,94078.569,6.589,259100997.503,7.073,-1773.0,71.0
Lr,103,156,259,53,7390.0,0.0,95852.0,71.0,259102901.0,76.0,-2510.0,101.0
